StockCode,Description,TotalRevenue,TotalQuantity,TransactionCount,RevenueContribution,CumulativeRevenueShare,ABC_Class
23552,BICYCLE PUNCTURE REPAIR KIT ,3336.7200000000003,1730,103,0.00019204360224911397,0.8060324360483903,B
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,3334.51,1309,263,0.0001919164065716311,0.8062243524549619,B
47505,MINATURE COLOURED GARDENING SET,3331.7000000000003,716,160,0.00019175467813103077,0.806416107133093,B
22777,GLASS CLOCHE LARGE,3324.3500000000004,420,75,0.00019133165178284123,0.8066074387848758,B
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,3320.31,815,137,0.00019109913117784996,0.8067985379160537,B
23189,SET OF 12 FORK CANDLES,3319.35,1215,113,0.00019104387875686193,0.8069895817948106,B
22314,OFFICE MUG WARMER CHOC+BLUE,3315.5400000000004,1020,180,0.00019082459571106576,0.8071804063905217,B
23210,WHITE ROCKING HORSE HAND PAINTED,3311.5,2750,154,0.00019059207510607447,0.8073709984656278,B
22445,PENCIL CASE LIFE IS BEAUTIFUL,3311.3,1138,208,0.00019058056418503531,0.8075615790298128,B
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3304.59,5484,509,0.00019019437278417113,0.8077517734025971,B
21067,VINTAGE RED TEATIME MUG,3302.7200000000003,4517,180,0.0001900867456724549,0.8079418601482695,B
23571,TRADITIONAL NAUGHTS & CROSSES,3300.9,2018,216,0.0001899819962909984,0.8081318421445605,B
21500,PINK POLKADOT WRAP ,3298.5,8125,260,0.00018984386523852837,0.808321686009799,B
23156,SET OF 5 MINI GROCERY MAGNETS,3297.2200000000003,1631,184,0.00018977019534387768,0.8085114562051429,B
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,3293.7,1534,159,0.00018956760313358823,0.8087010238082765,B
22962,JAM JAR WITH PINK LID,3293.65,4141,257,0.00018956472540332847,0.8088905885336798,B
21787,RAIN PONCHO WITH RED SPOTS,3288.7,4462,118,0.00018927983010760897,0.8090798683637874,B
21556,CERAMIC STRAWBERRY MONEY BOX,3281.1,1370,174,0.00018884241510812048,0.8092687107788955,B
23091,ZINC HERB GARDEN CONTAINER,3279.82,535,187,0.0001887687452134698,0.809457479524109,B
22536,MAGIC DRAWING SLATE PURDEY,3265.56,8378,313,0.0001879480165433769,0.8096454275406524,B
23009,I LOVE LONDON BABY GIFT SET,3262.5499999999997,209,61,0.00018777477718173735,0.8098332023178342,B
22807,SET OF 6 T-LIGHTS TOADSTOOLS,3257.0400000000004,1192,183,0.00018745765130710824,0.8100206599691413,B
23332,IVORY WICKER HEART LARGE,3255.75,1979,267,0.00018738340586640557,0.8102080433750077,B
22778,GLASS CLOCHE SMALL,3255.66,890,143,0.0001873782259519379,0.8103954216009597,B
21902,"KEY FOB , FRONT  DOOR ",3244.59,5225,408,0.00018674109647241982,0.8105821626974321,B
22603,CHRISTMAS RETROSPOT TREE WOOD,3239.65,3949,301,0.0001864567767227523,0.8107686194741549,B
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,3236.7,1402,153,0.0001862869906374245,0.8109549064647923,B
22355,"CHARLOTTE BAG , SUKI DESIGN",3233.7,4072,234,0.00018611432682183693,0.8111410207916141,B
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,3232.1,198,118,0.00018602223945352357,0.8113270430310676,B
20983,12 PENCILS TALL TUBE RED RETROSPOT,3229.71,3807,336,0.00018588468394710548,0.8115129277150147,B
84580,MOUSE TOY WITH PINK T-SHIRT,3228.8,860,312,0.00018583230925637727,0.8116987600242711,B
21794,CLASSIC FRENCH STYLE BASKET NATURAL,3226.87,677,152,0.00018572122886834926,0.8118844812531395,B
21917,SET 12 KIDS  WHITE CHALK STICKS,3226.38,7892,381,0.0001856930271118033,0.8120701742802513,B
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3224.65,1159,131,0.00018559345764481447,0.8122557677378961,B
22440,BALLOON WATER BOMB PACK OF 35,3224.52,8296,258,0.000185585975546139,0.8124413537134423,B
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,3215.25,1371,154,0.0001850524443559734,0.8126264061577982,B
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,3214.35,1359,191,0.00018500064521129715,0.8128114068030096,B
22461,SAVOY ART DECO CLOCK,3214.2999999999997,394,130,0.00018499776748103733,0.8129964045704906,B
23013,GLASS APOTHECARY BOTTLE TONIC,3211.09,865,180,0.00018481301719835866,0.8131812175876889,B
22765,NEWSPAPER STAND,3210.2999999999997,300,42,0.00018476754906025393,0.8133659851367492,B
21732,RED HANGING METAL STAR TLIGHT HLDR,3199.17,923,56,0.00018412696630442407,0.8135501121030536,B
22769,CHALKBOARD KITCHEN ORGANISER,3198.8,164,35,0.0001841056711005016,0.8137342177741541,B
22589,CARDHOLDER GINGHAM STAR,3197.39,1225,197,0.00018402451910717543,0.8139182422932613,B
20675,BLUE SPOTTY BOWL,3197.16,2700,258,0.0001840112815479804,0.8141022535748093,B
23230,WRAP ALPHABET DESIGN,3196.5,7925,232,0.00018397329550855112,0.8142862268703178,B
21349,IVY HEART WREATH,3193.0,492,127,0.00018377185439036564,0.8144699987247082,B
21211,SET OF 72 SKULL PAPER  DOILIES,3192.6499999999996,2321,184,0.00018375171027854706,0.8146537504349867,B
21112,"SWISS ROLL TOWEL, PINK  SPOTS",3190.4500000000003,1411,101,0.00018362509014711623,0.8148373755251338,B
22312,OFFICE MUG WARMER POLKADOT,3186.7900000000004,995,188,0.0001834144402920994,0.8150207899654259,B
23426,METAL SIGN DROP YOUR PANTS,3186.7799999999997,1230,171,0.0001834138647460474,0.815204203830172,B
20966,SANDWICH BATH SPONGE,3182.0,2576,232,0.00018313875373321124,0.8153873425839052,B
20702,PINK PADDED MOBILE,3178.0,758,237,0.0001829085353124278,0.8155702511192177,B
21584,RETRO SPOT SMALL TUBE MATCHES,3176.85,2001,128,0.00018284234751645258,0.8157530934667341,B
21845,DAIRY MAID STRIPE MUG,3176.05,2419,144,0.0001827963038322959,0.8159358897705664,B
21993,FLORAL FOLK STATIONERY SET,3171.4,2051,282,0.00018252867491813518,0.8161184184454845,B
23127,FELTCRAFT GIRL NICOLE KIT,3169.79,645,170,0.00018243601200376984,0.8163008544574882,B
22822,CREAM WALL PLANTER HEART SHAPED,3169.41,562,168,0.0001824141412537954,0.816483268598742,B
22459,CAST IRON HOOK GARDEN TROWEL,3164.96,1336,148,0.00018215802326067385,0.8166654266220027,B
20886,BOX OF 9 PEBBLE CANDLES,3161.4,1686,244,0.00018195312886617662,0.8168473797508689,B
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3161.14,6566,457,0.0001819381646688257,0.8170293179155377,B
84356,POMPOM CURTAIN,3155.0,660,94,0.00018158477939292315,0.8172109026949306,B
23350,ROLL WRAP VINTAGE SPOT ,3154.4,2584,246,0.00018155024662980563,0.8173924529415604,B
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,3151.2,3952,246,0.00018136607189317888,0.8175738190134536,B
21469,POLKA DOT RAFFIA FOOD COVER,3148.16,1091,176,0.00018119110589338348,0.817755010119347,B
23239,SET OF 4 KNICK KNACK TINS POPPIES,3142.4,812,155,0.00018085959136745537,0.8179358697107145,B
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,3141.88,2612,120,0.00018082966297275352,0.8181166993736873,B
23388,WOODLAND MINI BACKPACK,3133.6000000000004,784,133,0.00018035311084173186,0.818297052484529,B
85040A,S/4 PINK FLOWER CANDLES IN BOWL,3131.09,1905,314,0.00018020864878269026,0.8184772611333117,B
22059,CERAMIC STRWBERRY DESIGN MUG,3130.25,2269,166,0.00018016030291432574,0.818657421436226,B
22700,BLACK AND WHITE DOG BOWL,3114.27,1377,92,0.00017924058032329595,0.8188366620165493,B
21054,NURSE'S BAG SOFT TOY,3112.5,350,163,0.0001791387086720993,0.8190158007252214,B
21500,PINK SPOTS  WRAP ,3102.5,7725,229,0.00017856316262014073,0.8191943638878415,B
79323GR,GREEN CHERRY LIGHTS,3100.2000000000003,524,76,0.0001784307870281903,0.8193727946748697,B
22494,EMERGENCY FIRST AID TIN ,3099.4,2502,294,0.0001783847433440336,0.8195511794182138,B
22702,BLACK AND WHITE CAT BOWL,3097.7999999999997,1573,82,0.0001782926559757202,0.8197294720741894,B
21154,RED SPOTTY OVEN GLOVE ,3095.44,2556,249,0.000178156827107458,0.8199076289012969,B
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,3091.61,5955,305,0.0001779363929695579,0.8200855652942665,B
22902,TOTE BAG I LOVE LONDON,3091.54,1610,140,0.00017793236414719417,0.8202634976584137,B
20992,JAZZ HEARTS PURSE NOTEBOOK,3069.62,6030,377,0.00017667076720130102,0.820440168425615,B
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3068.82,3726,253,0.00017662472351714434,0.820616793149132,B
22059,CERAMIC STRAWBERRY DESIGN MUG,3064.3799999999997,2534,199,0.00017636918107007474,0.8207931623302022,B
21830,ASSORTED CREEPY CRAWLIES,3059.95,7387,225,0.00017611421416905708,0.8209692765443712,B
21986,PACK OF 12 PINK SPOT TISSUES ,3058.93,8151,155,0.00017605550847175731,0.821145332052843,B
21466,RED FLOWER CROCHET FOOD COVER,3057.89,823,240,0.00017599565168235364,0.8213213277045254,B
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3053.76,7504,332,0.00017575795116289478,0.8214970856556882,B
22475,SKULL DESIGN TV DINNER TRAY,3052.9,690,200,0.00017570845420242633,0.8216727941098907,B
22122,SET OF 2 FANCY FONT TEA TOWELS,3042.3500000000004,1053,156,0.00017510125311761009,0.8218478953630083,B
84975,HEART SHAPED MIRROR,3041.07,1923,167,0.00017502758322295936,0.8220229229462312,B
21179,NO JUNK MAIL METAL SIGN,3040.07,4039,359,0.00017497002861776353,0.822197892974849,B
23168,CLASSIC CAFE SUGAR DISPENSER,3037.1,2633,208,0.00017479909144033182,0.8223726920662894,B
21588,RETRO SPOT GIANT  TUBE MATCHES,3034.9500000000003,1295,102,0.00017467534903916075,0.8225473674153285,B
23342,MINT DINER WALL CLOCK,3034.5,363,154,0.0001746494494668226,0.8227220168647953,B
21364,PEACE SMALL WOOD LETTERS,3031.65,439,144,0.0001744854188420144,0.8228965022836373,B
22076,6 RIBBONS EMPIRE  ,3030.42,2100,240,0.00017441462667762352,0.823070916910315,B
37410,BLACK AND WHITE PAISLEY FLOWER MUG,3019.57,25685,18,0.0001737901592112485,0.8232447070695262,B
21351,CINAMMON & ORANGE WREATH,3018.7,986,135,0.00017374008670472806,0.8234184471562309,B
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3018.2999999999997,210,46,0.00017371706486264972,0.8235921642210936,B
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",3015.6,768,62,0.00017356166742862092,0.8237657258885223,B
37501,TEA TIME TEA SET IN GIFT BOX,3006.2000000000003,436,146,0.0001730206541397799,0.8239387465426621,B
22863,SOAP DISH BROCANTE,3002.9,1070,148,0.00017283072394263358,0.8241115772666047,B
85232D,SET/3 DECOUPAGE STACKING TINS,2998.95,633,175,0.00017260338325210994,0.8242841806498568,B
22732,3D VINTAGE CHRISTMAS STICKERS ,2995.59,2407,205,0.00017240999977865187,0.8244565906496354,B
22862,LOVE HEART NAPKIN BOX ,2993.0,708,184,0.0001722609333511946,0.8246288515829866,B
20681,PINK SPOTTY CHILDS UMBRELLA,2991.25,949,175,0.00017216021279210184,0.8248010117957787,B
22136,LOVE HEART SOCK HANGER,2990.1,1882,191,0.0001720940249961266,0.8249731058207748,B
22366,DOOR MAT AIRMAIL ,2988.53,427,114,0.00017200366426596913,0.8251451094850407,B
23065,LARGE DECO JEWELLERY STAND,2977.8,246,88,0.00017138610335221761,0.8253164955883929,B
21936,RED/WHITE SPOT PICNIC BAG,2974.45,1091,82,0.00017119329542481147,0.8254876888838177,B
21473,SWEETHEART CREAM STEEL TABLE RECT,2972.5499999999997,149,86,0.00017108394167493935,0.8256587728254927,B
23237,SET OF 4 KNICK KNACK TINS LEAF,2970.85,739,116,0.0001709860988461064,0.8258297589243389,B
23346,SPACEBOY BEAKER,2970.75,2567,138,0.00017098034338558683,0.8260007392677244,B
22176,BLUE OWL SOFT TOY,2968.05,1027,216,0.00017082494595155803,0.826171564213676,B
22477,WATERING CAN GARDEN MARKER,2967.45,2243,183,0.0001707904131884405,0.8263423546268645,B
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,2962.81,3398,239,0.00017052335982033174,0.8265128779866848,B
21477,STRING OF 20 ROSE LIGHTS,2962.5,262,37,0.00017050551789272103,0.8266833835045776,B
22107,PIZZA PLATE IN BOX,2957.3,841,185,0.00017020623394570258,0.8268535897385233,B
23323,WHITE WICKER STAR ,2954.7000000000003,1422,270,0.00017005659197219335,0.8270236463304955,B
23014,GLASS APOTHECARY BOTTLE ELIXIR,2951.78,798,160,0.00016988853252502146,0.8271935348630205,B
21864,UNION JACK FLAG PASSPORT COVER ,2947.02,1483,259,0.00016961457260428919,0.8273631494356248,B
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2946.92,1423,218,0.0001696088171437696,0.8275327582527686,B
21333,CLASSIC WHITE FRAME,2946.65,1007,197,0.00016959327740036673,0.827702351530169,B
22406,MONEY BOX KINGS CHOICE DESIGN,2942.78,2380,171,0.00016937054107825876,0.8278717220712473,B
21829,DINOSAUR KEYRINGS ASSORTED,2940.0299999999997,14192,300,0.00016921226591397014,0.8280409343371612,B
23236,DOILEY STORAGE TIN,2934.98,1082,112,0.0001689216151577311,0.8282098559523189,B
48189,DOOR MAT FRIENDSHIP ,2934.31,431,149,0.00016888305357224987,0.8283787390058911,B
84849B,FAIRY SOAP SOAP HOLDER,2932.99,1819,226,0.0001688070814933913,0.8285475460873845,B
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2918.71,2483,135,0.00016798520173119452,0.8287155312891157,B
22194,BLACK DINER WALL CLOCK,2918.05,353,142,0.00016794721569176525,0.8288834785048075,B
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,2915.25,239,133,0.00016778606279721687,0.8290512645676047,B
21812,GARLAND WITH HEARTS AND BELLS,2913.15,597,124,0.00016766519812630557,0.829218929765731,B
22428,ENAMEL FIRE BUCKET CREAM,2910.9300000000003,421,158,0.00016753742690277078,0.8293864671926338,B
23461,SWEETHEART BIRD HOUSE,2908.55,829,83,0.00016740044694240464,0.8295538676395762,B
21467,CHERRY CROCHET FOOD COVER,2905.27,951,212,0.00016721166783736222,0.8297210793074136,B
23188,VINTAGE  2 METER FOLDING RULER,2902.4700000000003,1775,155,0.00016705051494281383,0.8298881298223564,B
22313,OFFICE MUG WARMER PINK,2899.54,952,106,0.00016688187994958996,0.830055011702306,B
21240,BLUE POLKADOT CUP,2898.75,3655,270,0.00016683641181148524,0.8302218481141175,B
22733,3D TRADITIONAL CHRISTMAS STICKERS,2893.04,2296,217,0.00016650777501581691,0.8303883558891333,B
22347,PIZZA SLICE DISH,2891.4500000000003,2605,74,0.00016641626319355553,0.8305547721523269,B
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2890.2000000000003,996,200,0.0001663443199370607,0.8307211164722639,B
21055,TOOL BOX SOFT TOY ,2889.64,316,176,0.000166312089358151,0.830887428561622,B
23242,TREASURE TIN BUFFALO BILL ,2886.0800000000004,1430,187,0.00016610719496365378,0.8310535357565857,B
21592,RETROSPOT CIGAR BOX MATCHES ,2885.46,2760,279,0.00016607151110843233,0.8312196072676942,B
21705,BAG 500g SWIRLY MARBLES,2883.21,2401,183,0.00016594201324674165,0.8313855492809409,B
21447,12 IVORY ROSE PEG PLACE SETTINGS,2882.33,2377,228,0.0001658913651941693,0.8315514406461351,B
21584,RETROSPOT SMALL TUBE MATCHES,2881.65,1761,219,0.00016585222806263613,0.8317172928741977,B
82578,KITCHEN METAL SIGN,2879.3500000000004,5391,544,0.00016571985247068567,0.8318830127266684,B
21519,GIN & TONIC DIET GREETING CARD ,2868.66,7017,436,0.00016510459374114196,0.8320481173204096,B
21100,CHARLIE AND LOLA CHARLOTTE BAG,2864.05,2221,159,0.00016483926701118908,0.8322129565874208,B
23035,DRAWER KNOB CERAMIC IVORY,2863.39,2035,165,0.0001648012809717598,0.8323777578683925,B
21537,RED RETROSPOT PUDDING BOWL,2862.5,686,162,0.0001647500573731355,0.8325425079257657,B
23393,HOME SWEET HOME CUSHION COVER ,2861.25,763,201,0.00016467811411664067,0.8327071860398824,B
22794,SWEETHEART WIRE MAGAZINE RACK,2851.5,362,183,0.00016411695671598108,0.8328713029965984,B
22309,TEA COSY RED  STRIPE,2850.93,1208,169,0.00016408415059101944,0.8330353871471894,B
15039,SANDALWOOD FAN,2848.9,4146,180,0.00016396731474247188,0.8331993544619318,B
21192,WHITE BELL HONEYCOMB PAPER ,2842.25,1845,113,0.00016358457661791944,0.8333629390385497,B
22172,METAL SHELF WITH RAIL ,2839.0,339,156,0.0001633975241510329,0.8335263365627008,B
23390,DOLLY GIRL MINI BACKPACK,2838.9500000000003,713,144,0.0001633946464207731,0.8336897312091216,B
84968D,S/16 VINTAGE RED CUTLERY,2836.95,253,17,0.00016327953721038138,0.833853010746332,B
23283,DOORMAT VINTAGE LEAVES DESIGN ,2833.7000000000003,426,88,0.00016309248474349487,0.8340161032310754,B
18098C,PORCELAIN BUTTERFLY OIL BURNER,2832.8500000000004,1123,177,0.0001630435633290784,0.8341791467944045,B
85049D,BRIGHT BLUES RIBBONS ,2826.39,2283,372,0.00016267176057951316,0.834341818554984,B
22071,SMALL WHITE RETROSPOT MUG IN BOX ,2825.37,1125,159,0.0001626130548822134,0.8345044316098662,B
84279B,CHERRY BLOSSOM DECORATIVE FLASK,2820.15,777,188,0.00016231261984309104,0.8346667442297093,B
21206,STRAWBERRY HONEYCOMB  GARLAND ,2819.7,2058,190,0.00016228672027075288,0.8348290309499801,B
21990,MODERN FLORAL STATIONERY SET,2818.3,1786,233,0.0001622061438234787,0.8349912370938035,B
22154,ANGEL DECORATION 3 BUTTONS ,2816.16,6808,227,0.00016208297696835956,0.8351533200707719,B
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2813.03,4185,102,0.00016190283105409656,0.835315222901826,B
23182,TOILET SIGN OCCUPIED OR VACANT,2807.69,3378,254,0.00016159548946235067,0.8354768183912884,B
22037,ROBOT BIRTHDAY CARD,2806.0,6751,474,0.00016149822217956968,0.835638316613468,B
22972,CHILDREN'S SPACEBOY MUG,2802.26,1722,186,0.0001612829679561372,0.8357995995814241,B
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",2799.0,900,90,0.0001610953399431987,0.8359606949213674,B
21354,TOAST ITS - BEST MUM,2797.25,2401,169,0.00016099461938410596,0.8361216895407515,B
23329,DECORATIVE WICKER HEART LARGE,2794.65,1701,215,0.00016084497741059673,0.8362825345181621,B
22710,WRAP I LOVE LONDON ,2787.68,7104,168,0.0001604438218123816,0.8364429783399745,B
84909A,PINK PAISLEY QUILT ,2784.8,208,29,0.00016027806454941757,0.8366032564045239,B
21507,"ELEPHANT, BIRTHDAY CARD, ",2782.92,6890,398,0.00016016986189164935,0.8367634262664155,B
22712,CARD DOLLY GIRL ,2777.73,7009,345,0.00015987115349068285,0.8369232974199062,B
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2770.91,863,36,0.0001594786310832471,0.8370827760509895,B
47504K,ENGLISH ROSE GARDEN SECATEURS,2769.64,2580,263,0.00015940553673464837,0.8372421815877241,B
21796,SET OF 3 RED STRIPE BASKETS,2769.44,323,66,0.0001593940258136092,0.8374015756135378,B
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,2762.67,749,215,0.00015900438113643328,0.8375605799946743,B
21626,VINTAGE UNION JACK PENNANT,2759.25,1415,159,0.00015880754438666345,0.837719387539061,B
23290,SPACEBOY CHILDRENS BOWL,2757.15,2367,174,0.00015868667971575217,0.8378780742187767,B
21239,PINK  SPOTTY CUP,2756.7,3390,296,0.000158660780143414,0.8380367349989201,B
85114B,IVORY ENCHANTED FOREST PLACEMAT,2756.45,1753,157,0.00015864639149211504,0.8381953813904122,B
23345, DOLLY GIRL BEAKER,2754.5,2394,133,0.00015853416001198313,0.8383539155504242,B
23354,6 GIFT TAGS 50'S CHRISTMAS ,2750.9300000000003,3343,261,0.00015832869007143395,0.8385122442404956,B
22925,BLUE GIANT GARDEN THERMOMETER,2743.77,465,171,0.0001579165990982316,0.8386701608395939,B
22674,FRENCH TOILET SIGN BLUE METAL,2741.48,2267,243,0.0001577847990523331,0.8388279456386463,B
23051,RECYCLED ACAPULCO MAT BLUE,2741.35,335,133,0.00015777731695365763,0.8389857229555999,B
22095,LADS ONLY TISSUE BOX,2741.16,2820,188,0.00015776638157867043,0.8391434893371786,B
22955,36 FOIL STAR CAKE CASES ,2740.04,1404,156,0.00015770192042085108,0.8393011912575995,B
22963,JAM JAR WITH GREEN LID,2733.6,3450,220,0.00015733126876338975,0.8394585225263629,B
22480,RED TEA TOWEL CLASSIC DESIGN,2730.56,2272,245,0.00015715630276359437,0.8396156788291265,B
21820,GLITTER HEART GARLAND WITH BELLS ,2724.71,740,134,0.0001568196083231986,0.8397724984374496,B
84813,SET OF 4 DIAMOND NAPKIN RINGS,2722.47,379,69,0.0001566906860075599,0.8399291891234572,B
16161U,WRAP SUKI AND FRIENDS,2721.92,6676,208,0.00015665903097470218,0.8400858481544319,B
22285,"DECORATION HEN ON NEST, HANGING",2718.4500000000003,1837,125,0.00015645931649467258,0.8402423074709265,B
22067,CHOC TRUFFLE GOLD TRINKET POT ,2717.13,1765,180,0.00015638334441581402,0.8403986908153424,B
22242,5 HOOK HANGER MAGIC TOADSTOOL,2707.05,1757,96,0.00015580319399543981,0.8405544940093378,B
22757,LARGE RED BABUSHKA NOTEBOOK ,2703.73,2532,223,0.00015561211270618958,0.840710106122044,B
21272,SALLE DE BAIN HOOK,2703.11,2179,230,0.00015557642885096815,0.840865682550895,B
21328,BALLOONS  WRITING SET ,2691.4,1632,374,0.00015490246442412467,0.8410205850153192,B
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2691.14,1678,179,0.00015488750022677375,0.8411754725155459,B
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2682.79,2343,135,0.00015440691927338837,0.8413298794348193,B
22949,36 DOILIES DOLLY GIRL,2681.85,1929,131,0.00015435281794450424,0.8414842322527638,B
22667,RECIPE BOX RETRO SPOT DESIGN,2674.0000000000005,952,175,0.0001539010142937168,0.8416381332670575,B
22162,HEART GARLAND RUSTIC PADDED,2671.15,925,133,0.0001537369836689086,0.8417918702507264,B
21728,METAL MEDINA LANTERN ,2670.6,294,36,0.00015370532863605087,0.8419455755793624,B
84510A,SET OF 4 ENGLISH ROSE COASTERS,2670.54,2166,307,0.00015370187535973913,0.8420992774547222,B
22990,COTTON APRON PANTRY DESIGN,2670.54,602,140,0.00015370187535973913,0.842252979330082,B
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2669.95,1843,250,0.00015366791814267356,0.8424066472482247,B
21682,LARGE MEDINA STAMPED METAL BOWL ,2667.21,548,141,0.00015351021852443695,0.8425601574667491,B
90057,DIAMANTE RING ASSORTED IN BOX.,2660.88,1800,34,0.00015314589787354717,0.8427133033646226,B
22066,LOVE HEART TRINKET POT,2654.64,3406,254,0.00015278675713712502,0.8428660901217597,B
84968A,SET OF 16 VINTAGE ROSE CUTLERY,2649.8999999999996,218,68,0.00015251394830849665,0.8430186040700682,B
22436,12 COLOURED PARTY BALLOONS,2637.85,4157,255,0.00015182041531588663,0.8431704244853842,B
21329,DINOSAURS  WRITING SET ,2635.99,1615,369,0.00015171336375022231,0.8433221378491343,B
23427,STOOL HOME SWEET HOME ,2635.9,227,106,0.00015170818383575472,0.8434738460329702,B
22754,SMALL RED BABUSHKA NOTEBOOK ,2635.81,3671,379,0.0001517030039212871,0.8436255490368915,B
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2633.42,1303,189,0.000151565448414869,0.8437771144853063,B
23211,RED ROCKING HORSE HAND PAINTED,2631.5,2206,116,0.00015145494357289295,0.8439285694288793,B
21360,JOY LARGE WOOD LETTERS,2631.35,433,92,0.00015144631038211355,0.8440800157392614,B
22482,BLUE TEA TOWEL CLASSIC DESIGN,2627.09,2233,201,0.00015120112776397922,0.8442312168670254,B
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2624.6,3543,395,0.00015105781679704153,0.8443822746838224,B
84596F,SMALL MARSHMALLOWS PINK BOWL,2623.46,4174,410,0.00015099220454711828,0.8445332668883696,B
21765,HANGING METAL BIRD BATH,2613.9,338,119,0.0001504419825214459,0.8446837088708911,B
21508,VINTAGE KID DOLLY CARD ,2611.57,6472,409,0.00015030788029133957,0.8448340167511824,B
21683,MEDIUM MEDINA STAMPED METAL BOWL ,2607.7000000000003,910,132,0.0001500851439692316,0.8449841018951516,B
22046,TEA PARTY  WRAPPING PAPER ,2603.0,6350,207,0.00014981463732481108,0.8451339165324764,B
22675,FRENCH KITCHEN SIGN BLUE METAL,2599.91,2146,226,0.00014963679359475588,0.8452835533260712,B
22671,FRENCH LAUNDRY SIGN BLUE METAL,2599.46,1618,190,0.00014961089402241775,0.8454331642200936,B
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",2591.85,387,99,0.00014917290347687728,0.8455823371235704,B
23053,RECYCLED ACAPULCO MAT PINK,2589.9,318,129,0.00014906067199674537,0.8457313977955672,B
21897,POTTING SHED CANDLE CITRONELLA,2588.27,857,100,0.00014896685799027613,0.8458803646535574,B
85049B,LUSH GREENS RIBBONS,2585.36,2092,317,0.0001487993740891562,0.8460291640276466,B
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2583.5,1696,154,0.0001486923225234919,0.8461778563501701,B
22473,TV DINNER TRAY VINTAGE PAISLEY,2580.44,732,166,0.0001485162054315926,0.8463263725556016,B
22177,5 HOOK BLACKBOARD ORGANISER ,2579.64,300,102,0.00014847016174743589,0.8464748427173491,B
23164,REGENCY CAKE SLICE,2579.21,564,80,0.0001484454132672017,0.8466232881306163,B
21214,SET OF 72 IVORY PAPER DOILIES,2578.2,1884,125,0.00014838728311595385,0.8467716754137322,B
22696,WICKER WREATH LARGE,2577.2599999999998,1360,245,0.00014833318178706975,0.8469200085955193,B
21439,BASKET OF TOADSTOOLS,2576.23,2123,162,0.00014827390054371803,0.847068282496063,B
79164,BLACK WINE GLASS,2573.76,3624,67,0.0001481317406688843,0.8472164142367319,B
85132B,CHARLIE AND LOLA TABLE TINS,2573.35,893,100,0.00014810814328075397,0.8473645223800126,B
21589,SWALLOW GIANT TUBE MATCHES,2573.25,1115,86,0.0001481023878202344,0.8475126247678328,B
23534,STOP FOR TEA WALL ART,2572.7,518,41,0.00014807073278737666,0.8476606955006202,B
21096,SET/6 FRUIT SALAD  PAPER PLATES,2572.34,15776,101,0.00014805001312950616,0.8478087455137496,B
22080,RIBBON REEL POLKADOTS ,2572.2,1588,194,0.00014804195548477871,0.8479567874692344,B
22145,CHRISTMAS CRAFT HEART STOCKING ,2566.0,1260,169,0.00014768511693256443,0.848104472586167,B
85049F,BABY BOOM RIBBONS ,2565.14,2074,295,0.00014763561997209598,0.848252108206139,B
22828,REGENCY MIRROR WITH SHUTTERS,2565.0,17,11,0.0001476275623273686,0.8483997357684664,B
23212,HEART WREATH DECORATION WITH BELL,2562.63,2163,144,0.0001474911579130544,0.8485472269263794,B
23100,SILVER BELLS TABLE DECORATION,2562.1,2090,213,0.0001474606539723006,0.8486946875803517,B
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2561.46,2106,170,0.00014742381902497524,0.8488421113993767,B
22572,ROCKING HORSE GREEN CHRISTMAS ,2560.39,3115,264,0.00014736223559741568,0.8489894736349741,B
