StockCode,Description,ABC_Class,Velocity,AvgDailyQty,SafetyStock,ReorderPoint,CurrentStock,EOQ,ReorderRecommended
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,A,Normal,26.77777777777778,1310.6,1498.0,1573.0,442.0,0
21872,GLAMOROUS  MUG,A,Normal,23.735849056603772,6553.8,6720.0,6048.0,416.0,1
23132,SMALL IVORY HEART WALL ORGANISER,A,Normal,10.181818181818182,1832.7,1904.0,1142.0,273.0,1
22951,60 CAKE CASES DOLLY GIRL DESIGN,A,Normal,37.33461538461538,6836.7,7098.0,3194.0,522.0,1
22845,VINTAGE CREAM CAT FOOD CONTAINER,A,Normal,4.350785340314136,837.5,868.0,521.0,178.0,1
22687,DOORMAT CHRISTMAS VILLAGE,A,Normal,12.492537313432836,6576.6,6664.0,6997.0,302.0,0
40016,CHINESE DRAGON PAPER LANTERNS,A,Fast Moving,96.23270440251572,9070.4,9744.0,16078.0,838.0,0
21730,GLASS STAR FROSTED T-LIGHT HOLDER,A,Normal,6.269461077844311,992.1,1036.0,777.0,214.0,1
22030,SWALLOWS GREETING CARD,A,Normal,35.45977011494253,10167.8,10416.0,6250.0,509.0,1
22443,GROW YOUR OWN HERBS SET OF 3,A,Normal,3.834319526627219,561.2,588.0,882.0,167.0,0
21749,LARGE RED RETROSPOT WINDMILL,A,Normal,19.844961240310077,9605.1,9744.0,14616.0,381.0,0
35004B,SET OF 3 BLACK FLYING DUCKS,A,Normal,11.163636363636364,1265.9,1344.0,1814.0,285.0,0
21528,DAIRY MAID TRADITIONAL TEAPOT ,A,Normal,4.420212765957447,2853.1,2884.0,865.0,180.0,1
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,A,Normal,12.145631067961165,2687.0,2772.0,1247.0,298.0,1
22898,CHILDRENS APRON APPLES DESIGN,A,Normal,12.38679245283019,1705.3,1792.0,2957.0,301.0,0
22737,RIBBON REEL CHRISTMAS PRESENT ,A,Normal,20.120805369127517,1959.2,2100.0,630.0,383.0,1
23154,SET OF 4 JAM JAR MAGNETS,A,Normal,17.948529411764707,1876.4,2002.0,1802.0,362.0,1
23556,LANDMARK FRAME COVENT GARDEN ,A,Normal,15.0,4137.0,4242.0,6999.0,331.0,0
21069,VINTAGE BILLBOARD TEA MUG,A,Normal,32.89261744966443,9583.8,9814.0,10305.0,490.0,0
22335,HEART DECORATION PAINTED ZINC ,A,Normal,33.7563025210084,9045.7,9282.0,2785.0,496.0,1
23310,BUBBLEGUM RING ASSORTED,A,Fast Moving,105.23008849557522,12871.4,13608.0,10206.0,876.0,1
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,A,Normal,19.116883116883116,1588.2,1722.0,1292.0,374.0,1
22632,HAND WARMER RED POLKA DOT,A,Fast Moving,117.81818181818181,27231.3,28056.0,29459.0,927.0,0
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,A,Normal,22.384615384615383,3203.3,3360.0,3528.0,404.0,0
22894,TABLECLOTH RED APPLES DESIGN ,A,Normal,4.2265625,670.4,700.0,1155.0,176.0,0
21155,RED SPOTTY PEG BAG,A,Normal,20.165354330708663,5556.8,5698.0,8547.0,384.0,0
23543,WALL ART KEEP CALM ,A,Normal,26.61111111111111,9613.7,9800.0,16170.0,441.0,0
22378,WALL TIDY RETROSPOT ,A,Normal,13.782805429864254,4131.5,4228.0,1268.0,317.0,1
22196,SMALL HEART MEASURING SPOONS,A,Normal,16.589080459770116,2543.9,2660.0,3990.0,348.0,0
85132C,CHARLIE AND LOLA FIGURES TINS,A,Normal,14.428571428571429,1285.0,1386.0,2287.0,325.0,0
22186,RED STAR CARD HOLDER,A,Normal,11.9,756.7,840.0,252.0,295.0,1
22842,BISCUIT TIN VINTAGE RED,A,Normal,5.321678321678322,690.7,728.0,546.0,197.0,1
22534,MAGIC DRAWING SLATE SPACEBOY ,A,Fast Moving,43.88644688644688,16492.8,16800.0,27720.0,566.0,0
21832,CHOCOLATE CALCULATOR,A,Normal,15.930851063829786,3052.5,3164.0,949.0,341.0,1
84937,KASHMIR FOLKART TUMBLERS,A,Normal,39.46031746031746,6695.8,6972.0,6275.0,537.0,1
22595,GINGHAM HEART DECORATION,A,Normal,37.42767295597484,26450.0,26712.0,24041.0,523.0,1
22156,HEART DECORATION WITH PEARLS ,A,Normal,20.78909090909091,1870.5,2016.0,3326.0,390.0,0
23109,PACK OF SIX LED TEA LIGHTS,A,Normal,21.17283950617284,1615.8,1764.0,2117.0,393.0,0
23126,FELTCRAFT GIRL AMELIE KIT,A,Normal,7.0647482014388485,510.5,560.0,588.0,227.0,0
23263,SET OF 3 WOODEN HEART DECORATIONS,A,Normal,28.15909090909091,2000.9,2198.0,1648.0,453.0,1
23162,REGENCY TEA STRAINER,A,Normal,14.041237113402062,1413.7,1512.0,454.0,320.0,1
21700,BIG DOUGHNUT FRIDGE MAGNETS,A,Normal,23.665289256198346,3194.3,3360.0,4536.0,416.0,0
22610,PENS ASSORTED FUNNY FACE,A,Fast Moving,75.59006211180125,16102.9,16632.0,14969.0,743.0,1
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,A,Normal,11.121951219512194,2512.1,2590.0,2331.0,285.0,1
23554,LANDMARK FRAME OXFORD STREET,A,Normal,12.696969696969697,4153.1,4242.0,6363.0,304.0,0
23555,LANDMARK FRAME NOTTING HILL ,A,Normal,16.115384615384617,4171.2,4284.0,6426.0,343.0,0
22433,WATERING CAN GREEN DINOSAUR,A,Normal,11.918181818181818,2702.6,2786.0,3761.0,295.0,0
22180,RETRO SPOT LAMP,A,Normal,4.016393442622951,223.9,252.0,265.0,171.0,0
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",A,Normal,34.61797752808989,5469.7,5712.0,5998.0,503.0,0
22906,12 MESSAGE CARDS WITH ENVELOPES,A,Normal,16.08695652173913,1623.4,1736.0,781.0,343.0,1
84508A,CAMOUFLAGE DESIGN TEDDY,A,Normal,38.96491228070175,3087.2,3360.0,2520.0,533.0,1
85061W,WHITE JEWELLED HEART DECORATION,A,Normal,23.246031746031747,8909.3,9072.0,4082.0,412.0,1
21588,RETROSPOT GIANT TUBE MATCHES,A,Normal,16.580645161290324,3579.9,3696.0,5544.0,348.0,0
22956,36 FOIL HEART CAKE CASES,A,Normal,17.169014084507044,1979.8,2100.0,1890.0,354.0,1
82599,FANNY'S REST STOPMETAL SIGN,A,Normal,10.185022026431717,740.7,812.0,1096.0,273.0,0
23052,RECYCLED ACAPULCO MAT TURQUOISE,A,Normal,4.642276422764228,289.5,322.0,145.0,184.0,1
21056,DOCTOR'S BAG SOFT TOY,A,Normal,3.5,591.5,616.0,277.0,160.0,1
37446,MINI CAKE STAND WITH HANGING CAKES,A,Normal,16.97087378640777,3157.2,3276.0,2948.0,352.0,1
22244,3 HOOK HANGER MAGIC GARDEN,A,Normal,24.287037037037038,3890.0,4060.0,4872.0,421.0,0
23295,SET OF 12 MINI LOAF BAKING CASES,A,Fast Moving,48.04032258064516,5039.7,5376.0,3226.0,592.0,1
20682,RED RETROSPOT CHILDRENS UMBRELLA,A,Normal,8.549707602339181,850.2,910.0,546.0,250.0,1
22412,METAL SIGN NEIGHBOURHOOD WITCH ,A,Normal,9.939130434782609,1946.4,2016.0,907.0,269.0,1
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,A,Normal,21.36898395721925,10434.4,10584.0,9526.0,395.0,1
20978,36 PENCILS TUBE SKULLS,A,Normal,14.033333333333333,1945.8,2044.0,1226.0,320.0,1
22434,BALLOON PUMP WITH 10 BALLOONS,A,Normal,13.062176165803109,6040.6,6132.0,10118.0,309.0,0
22442,GROW YOUR OWN FLOWERS SET OF 3,A,Normal,7.333333333333333,4316.7,4368.0,1310.0,231.0,1
21577,SAVE THE PLANET COTTON TOTE BAG,A,Normal,9.020408163265307,4136.9,4200.0,1890.0,257.0,1
22998,TRAVEL CARD WALLET KEEP CALM,A,Fast Moving,57.648514851485146,7324.5,7728.0,11592.0,649.0,0
22509,SEWING BOX RETROSPOT DESIGN ,A,Normal,2.9291338582677167,483.5,504.0,756.0,146.0,0
22115,METAL SIGN EMPIRE TEA,A,Normal,10.792828685258964,4040.5,4116.0,1852.0,281.0,1
23314,VINTAGE CHRISTMAS TABLECLOTH,A,Normal,5.75,1359.8,1400.0,2100.0,205.0,0
22175,PINK OWL SOFT TOY,A,Normal,7.484162895927602,2131.6,2184.0,2948.0,234.0,0
84270,ASSTD DESIGN BUBBLE GUM RING,A,Fast Moving,114.92307692307692,19775.5,20580.0,30870.0,916.0,0
22688,DOORMAT PEACE ON EARTH BLUE,A,Normal,12.969696969696969,8785.2,8876.0,11983.0,308.0,0
21896,POTTING SHED TWINE,A,Normal,12.349462365591398,5975.6,6062.0,9093.0,300.0,0
23165,LARGE CERAMIC TOP STORAGE JAR,A,Normal,24.380165289256198,3189.3,3360.0,5544.0,422.0,0
22472,TV DINNER TRAY DOLLY GIRL,A,Normal,6.7727272727272725,2640.6,2688.0,2822.0,222.0,0
21407,BROWN CHECK CAT DOORSTOP ,A,Normal,4.862068965517241,568.0,602.0,632.0,188.0,0
23558,LANDMARK FRAME LONDON BRIDGE ,A,Normal,14.137931034482758,4101.0,4200.0,6930.0,321.0,0
22691,DOORMAT WELCOME SUNRISE,A,Normal,5.020979020979021,1980.9,2016.0,1512.0,191.0,1
22562,MONSTERS STENCIL CRAFT,A,Normal,17.047619047619047,8000.7,8120.0,4872.0,353.0,1
21544,SKULLS  WATER TRANSFER TATTOOS ,A,Normal,21.78030303030303,8275.5,8428.0,3793.0,399.0,1
22128,PARTY CONES CANDY ASSORTED,A,Normal,25.78,4019.5,4200.0,5040.0,434.0,0
85049G,CHOCOLATE BOX RIBBONS ,A,Normal,13.242957746478874,2161.3,2254.0,1352.0,311.0,1
21116,OWL DOORSTOP,A,Normal,4.7227722772277225,946.9,980.0,588.0,186.0,1
23234,BISCUIT TIN VINTAGE CHRISTMAS,A,Normal,15.692307692307692,2914.2,3024.0,4990.0,338.0,0
22073,RED RETROSPOT STORAGE JAR,A,Normal,7.788819875776397,505.5,560.0,588.0,238.0,0
23159,SET OF 5 PANCAKE DAY MAGNETS,A,Normal,18.04,1973.7,2100.0,3150.0,363.0,0
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",A,Normal,21.182481751824817,3211.7,3360.0,2016.0,393.0,1
22305,COFFEE MUG PINK PAISLEY DESIGN,A,Normal,19.910714285714285,4396.6,4536.0,1361.0,381.0,1
21955,DOOR MAT UNION JACK GUNS AND ROSES,A,Normal,8.333333333333334,3021.7,3080.0,2772.0,247.0,1
22350,ILLUSTRATED CAT BOWL ,A,Normal,12.814814814814815,12510.3,12600.0,5670.0,306.0,1
23286,BLUE VINTAGE SPOT BEAKER,A,Fast Moving,50.52577319587629,25938.3,26292.0,23663.0,607.0,1
22222,CAKE PLATE LOVEBIRD WHITE,A,Normal,5.3,970.9,1008.0,1058.0,197.0,0
21363,HOME SMALL WOOD LETTERS,A,Normal,3.9608695652173913,252.3,280.0,210.0,170.0,1
23569,TRADTIONAL ALPHABET STAMP SET,A,Normal,23.15,1532.0,1694.0,2795.0,411.0,0
22119,PEACE WOODEN BLOCK LETTERS,A,Normal,4.405882352941177,781.2,812.0,974.0,179.0,0
21156,RED SPOTTY CHILDS APRON,A,Normal,17.385714285714286,2146.3,2268.0,1701.0,356.0,1
47568,ENGLISH ROSE DESIGN PEG BAG,A,Normal,13.962962962962964,2044.3,2142.0,2892.0,319.0,0
21713,CITRONELLA CANDLE FLOWERPOT,A,Normal,12.099056603773585,2043.3,2128.0,2873.0,297.0,0
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,A,Normal,22.884848484848487,2695.8,2856.0,2570.0,409.0,1
22604,SET OF 4 NAPKIN CHARMS CUTLERY,A,Normal,11.9874213836478,4396.1,4480.0,1344.0,296.0,1
20682,RED SPOTTY CHILDS UMBRELLA,A,Normal,10.514705882352942,850.4,924.0,1109.0,277.0,0
22583,PACK OF 6 HANDBAG GIFT BOXES,A,Normal,9.139896373056995,1364.0,1428.0,2142.0,258.0,0
85063,CREAM SWEETHEART MAGAZINE RACK,A,Normal,2.5462962962962963,164.2,182.0,55.0,136.0,1
22304,COFFEE MUG BLUE PAISLEY DESIGN,A,Normal,18.79032258064516,6168.5,6300.0,1890.0,370.0,1
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,A,Normal,11.816176470588236,2605.3,2688.0,2016.0,294.0,1
22199,FRYING PAN RED POLKADOT ,A,Normal,11.194174757281553,3617.6,3696.0,3326.0,286.0,1
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,A,Fast Moving,176.46808510638297,53868.7,55104.0,16531.0,1135.0,1
23010,CIRCUS PARADE BABY GIFT SET,A,Normal,3.8513513513513513,477.0,504.0,680.0,168.0,0
21718,RED METAL BEACH SPADE ,A,Normal,17.167441860465118,5479.8,5600.0,3360.0,354.0,1
22218,CAKE STAND LACE WHITE,A,Normal,8.305970149253731,991.9,1050.0,472.0,246.0,1
22027,TEA PARTY BIRTHDAY CARD,A,Normal,28.0,4004.0,4200.0,3150.0,452.0,1
84467,ENGLISH ROSE DESIGN QUILTED THROW,A,Normal,9.870967741935484,686.9,756.0,567.0,268.0,1
22203,MILK PAN RED RETROSPOT,A,Normal,5.76056338028169,3655.7,3696.0,2218.0,205.0,1
23285,PINK VINTAGE SPOT BEAKER,A,Fast Moving,57.0609756097561,26816.6,27216.0,24494.0,645.0,1
22672,FRENCH BATHROOM SIGN BLUE METAL,A,Normal,14.63978494623656,2585.5,2688.0,1210.0,327.0,1
15044B,BLUE PAPER PARASOL ,A,Normal,12.78740157480315,6994.5,7084.0,11689.0,306.0,0
23176,ABC TREASURE BOOK BOX ,A,Normal,16.186046511627907,4142.7,4256.0,2554.0,344.0,1
22276,WASH BAG VINTAGE ROSE PAISLEY,A,Normal,8.436018957345972,1620.9,1680.0,2772.0,248.0,0
20977,36 PENCILS TUBE WOODLAND,A,Normal,14.20242914979757,2364.6,2464.0,2218.0,322.0,1
22241,GARLAND WOODEN HAPPY EASTER,A,Normal,23.14375,4150.0,4312.0,5821.0,411.0,0
23198,PANTRY MAGNETIC  SHOPPING LIST,A,Normal,22.68888888888889,1521.2,1680.0,504.0,407.0,1
21313,GLASS HEART T-LIGHT HOLDER ,A,Normal,29.861538461538462,2479.0,2688.0,3629.0,467.0,0
82581,TOILET METAL SIGN,A,Normal,19.391408114558473,3770.3,3906.0,5273.0,376.0,0
22571,ROCKING HORSE RED CHRISTMAS ,A,Normal,30.595375722543352,2473.8,2688.0,4032.0,473.0,0
21471,STRAWBERRY RAFFIA FOOD COVER,A,Normal,7.122093023255814,1294.1,1344.0,2016.0,228.0,0
21071,VINTAGE BILLBOARD DRINK ME MUG,A,Normal,19.231884057971016,8461.4,8596.0,2579.0,375.0,1
21042,RED SPOTTY APRON ,A,Normal,6.761061946902655,834.7,882.0,1191.0,222.0,0
21243,PINK  SPOTTY PLATE ,A,Normal,21.452380952380953,3209.8,3360.0,5544.0,396.0,0
23275,SET OF 3 HANGING OWLS OLLIE BEAK,A,Normal,31.69298245614035,2830.1,3052.0,1831.0,481.0,1
22318,FIVE HEART HANGING DECORATION,A,Normal,6.7953488372093025,624.4,672.0,1109.0,223.0,0
21578,WOODLAND DESIGN  COTTON TOTE BAG,A,Normal,9.445544554455445,857.9,924.0,554.0,263.0,1
22374,AIRLINE BAG VINTAGE JET SET RED,A,Normal,3.5903614457831323,310.9,336.0,151.0,162.0,1
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,A,Normal,29.0972972972973,5508.3,5712.0,5998.0,461.0,0
23288,GREEN VINTAGE SPOT BEAKER,A,Fast Moving,51.7816091954023,26965.5,27328.0,28694.0,615.0,0
15044D,RED PAPER PARASOL,A,Normal,9.834394904458598,1331.2,1400.0,1890.0,268.0,0
22908,PACK OF 20 NAPKINS RED APPLES,A,Normal,22.53112033195021,6730.3,6888.0,11365.0,406.0,0
21967,PACK OF 12 SKULL TISSUES,A,Fast Moving,60.34765625,72153.6,72576.0,65318.0,664.0,1
22593,CHRISTMAS GINGHAM STAR,A,Normal,32.06962025316456,2799.5,3024.0,1814.0,484.0,1
23503,PLAYING CARDS KEEP CALM & CARRY ON,A,Fast Moving,50.470588235294116,1970.7,2324.0,2092.0,607.0,1
22361,GLASS JAR DAISY FRESH COTTON WOOL,A,Normal,7.63681592039801,1976.5,2030.0,1522.0,236.0,1
21564,PINK  HEART SHAPE LOVE BUCKET ,A,Normal,9.120192307692308,4808.2,4872.0,1462.0,258.0,1
22110,BIRD HOUSE HOT WATER BOTTLE,A,Normal,9.569230769230769,2565.0,2632.0,3553.0,264.0,0
22611,VINTAGE UNION JACK SHOPPING BAG,A,Normal,7.0,623.0,672.0,302.0,226.0,1
21249,WOODLAND  HEIGHT CHART STICKERS ,A,Normal,9.46951219512195,1613.7,1680.0,1008.0,263.0,1
20747,PICCADILLY TEA SET,A,Normal,6.4375,626.9,672.0,1008.0,217.0,0
21916,SET 12 RETRO WHITE CHALK STICKS,A,Normal,30.106936416184972,8217.3,8428.0,3793.0,469.0,1
23530,WALL ART ONLY ONE PERSON ,A,Normal,24.547619047619047,1844.2,2016.0,2117.0,423.0,0
23494,VINTAGE DOILY DELUXE SEWING KIT ,A,Normal,12.666666666666666,835.3,924.0,554.0,304.0,1
21506,"FANCY FONT BIRTHDAY CARD, ",A,Normal,29.88538681948424,6510.8,6720.0,8064.0,467.0,0
23167,SMALL CERAMIC TOP STORAGE JAR ,A,Fast Moving,51.50909090909091,18539.4,18900.0,5670.0,613.0,1
22801,ANTIQUE GLASS PEDESTAL BOWL,A,Normal,8.0,1064.0,1120.0,1512.0,242.0,0
22367,CHILDS APRON SPACEBOY DESIGN,A,Normal,17.022727272727273,1224.8,1344.0,2016.0,353.0,0
22348,TEA BAG PLATE RED RETROSPOT,A,Normal,23.193548387096776,4121.6,4284.0,5783.0,411.0,0
22653,BUTTON BOX ,A,Normal,12.779069767441861,3018.5,3108.0,1399.0,305.0,1
22180,RETROSPOT LAMP,A,Normal,3.00709219858156,147.0,168.0,151.0,148.0,1
22299,PIG KEYRING WITH LIGHT & SOUND ,A,Normal,38.724489795918366,3424.9,3696.0,1663.0,532.0,1
20677,PINK POLKADOT BOWL,A,Normal,18.3659793814433,2027.4,2156.0,3234.0,366.0,0
15060B,FAIRY CAKE DESIGN UMBRELLA,A,Normal,5.338028169014085,802.6,840.0,1008.0,197.0,0
23389,SPACEBOY MINI BACKPACK,A,Normal,14.10958904109589,1553.2,1652.0,991.0,321.0,1
21590,KINGS CHOICE CIGAR BOX MATCHES ,A,Normal,20.464285714285715,3902.8,4046.0,1821.0,387.0,1
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,A,Normal,8.695906432748538,2011.1,2072.0,2176.0,252.0,0
21591,COSY HOUR CIGAR BOX MATCHES ,A,Normal,17.68617021276596,1920.2,2044.0,3066.0,359.0,0
79341,WILLOW BRANCH LIGHTS.,A,Normal,15.622222222222222,3922.6,4032.0,1814.0,338.0,1
23404,HOME SWEET HOME BLACKBOARD,A,Normal,14.462686567164178,1914.8,2016.0,2419.0,325.0,0
48189,DOORMAT FRIENDSHIP ,A,Normal,18.928571428571427,4067.5,4200.0,6930.0,372.0,0
22476,EMPIRE UNION JACK TV DINNER TRAY,A,Normal,8.194630872483222,8342.6,8400.0,5040.0,245.0,1
22070,SMALL RED RETROSPOT MUG IN BOX ,A,Normal,9.0828025477707,3226.4,3290.0,1480.0,257.0,1
22426,ENAMEL WASH BOWL CREAM,A,Normal,6.0,406.0,448.0,269.0,209.0,1
21534,DAIRY MAID LARGE MILK JUG,A,Normal,3.683982683982684,310.2,336.0,353.0,164.0,0
23397,FOOT STOOL HOME SWEET HOME ,A,Normal,6.888888888888889,483.8,532.0,718.0,224.0,0
23241,TREASURE TIN GYMKHANA DESIGN,A,Normal,15.542635658914728,2005.2,2114.0,3171.0,337.0,0
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,A,Normal,2.985294117647059,147.1,168.0,176.0,148.0,0
10135,COLOURING PENCILS BROWN TUBE,A,Normal,19.63131313131313,9662.6,9800.0,14700.0,379.0,0
22760,"TRAY, BREAKFAST IN BED",A,Normal,4.011904761904762,727.9,756.0,454.0,171.0,1
22075,6 RIBBONS ELEGANT CHRISTMAS ,A,Normal,16.57396449704142,3454.0,3570.0,5355.0,348.0,0
22601,CHRISTMAS RETROSPOT ANGEL WOOD,A,Normal,29.303571428571427,8026.9,8232.0,2470.0,463.0,1
22833,HALL CABINET WITH 3 DRAWERS,A,Normal,11.8,925.4,1008.0,1361.0,293.0,0
22127,PARTY CONES CARNIVAL ASSORTED,A,Normal,31.318181818181817,8180.8,8400.0,13860.0,478.0,0
21355,TOAST ITS - I LOVE YOU ,A,Normal,18.447513812154696,4406.9,4536.0,3402.0,367.0,1
22574,HEART WOODEN CHRISTMAS DECORATION,A,Normal,30.415584415584416,2475.1,2688.0,2016.0,471.0,1
21535,RETRO SPOT SMALL MILK JUG,A,Normal,16.876288659793815,2373.9,2492.0,2617.0,351.0,0
22959,WRAP CHRISTMAS VILLAGE,A,Fast Moving,79.20491803278688,6795.6,7350.0,4410.0,760.0,1
23163,REGENCY SUGAR TONGS,A,Normal,18.23404255319149,1776.4,1904.0,3142.0,365.0,0
22053,EMPIRE DESIGN ROSETTE,A,Fast Moving,75.3,54156.9,54684.0,24608.0,741.0,1
22721,SET OF 3 CAKE TINS SKETCHBOOK,A,Normal,6.013245033112582,1301.9,1344.0,2218.0,210.0,0
23129,HEART SHAPED HOLLY WREATH,A,Normal,11.487804878048781,1263.6,1344.0,1411.0,290.0,0
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,A,Normal,19.348837209302324,2286.6,2422.0,2180.0,376.0,1
20982,12 PENCILS TALL TUBE SKULLS,A,Normal,15.336666666666666,1474.6,1582.0,2136.0,335.0,0
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,A,Normal,4.295698924731183,1173.9,1204.0,1084.0,177.0,1
22474,SPACEBOY TV DINNER TRAY,A,Normal,6.20979020979021,2644.5,2688.0,2016.0,213.0,1
85132A,CHARLIE + LOLA BISCUITS TINS,A,Normal,11.83,1261.2,1344.0,2016.0,294.0,0
22612,TEA COSY VINTAGE UNION JACK,A,Normal,14.529411764705882,5610.3,5712.0,7711.0,326.0,0
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,A,Normal,6.970802919708029,1295.2,1344.0,1210.0,226.0,1
22790,"MIRROR, ARCHED GEORGIAN",A,Fast Moving,200.0,1400.0,2800.0,2100.0,1208.0,1
20677,PINK SPOTTY BOWL,A,Normal,21.044303797468356,2428.7,2576.0,3091.0,392.0,0
20979,36 PENCILS TUBE RED SPOTTY,A,Normal,23.035714285714285,2386.8,2548.0,3058.0,410.0,0
23144,ZINC T-LIGHT HOLDER STARS SMALL,A,Normal,36.52238805970149,3272.3,3528.0,1588.0,516.0,1
23340,VINTAGE CHRISTMAS CAKE FRILL,A,Normal,36.61194029850746,6631.7,6888.0,10332.0,517.0,0
23486,ANTIQUE HEART SHELF UNIT,A,Normal,7.416666666666667,2048.1,2100.0,1890.0,233.0,1
21844,RETRO SPOT MUG,A,Normal,18.12987012987013,1973.1,2100.0,1890.0,364.0,1
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,A,Normal,13.67005076142132,912.3,1008.0,756.0,316.0,1
22548,HEADS AND TAILS SPORTING FUN,A,Normal,14.35064935064935,2923.5,3024.0,4536.0,324.0,0
23557,LANDMARK FRAME BAKER STREET ,A,Normal,16.523809523809526,4126.3,4242.0,6363.0,347.0,0
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,A,Normal,9.660130718954248,3082.4,3150.0,2835.0,266.0,1
23255,CHILDRENS CUTLERY CIRCUS PARADE,A,Normal,9.717171717171718,996.0,1064.0,479.0,266.0,1
46000M,POLYESTER FILLER PAD 45x45cm,A,Normal,10.529661016949152,766.3,840.0,1260.0,277.0,0
20961,STRAWBERRY BATH SPONGE ,A,Normal,13.823788546255507,2843.2,2940.0,2205.0,318.0,1
21987,PACK OF 6 SKULL PAPER CUPS,A,Normal,23.939393939393938,9072.4,9240.0,11088.0,418.0,0
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,A,Normal,5.306930693069307,970.9,1008.0,454.0,197.0,1
21901,"KEY FOB , BACK DOOR ",A,Normal,17.2816091954023,8979.0,9100.0,2730.0,355.0,1
21153,RED SPOTTY TABLECLOTH ,A,Normal,4.065934065934066,727.5,756.0,454.0,172.0,1
21523,FANCY FONT HOME SWEET HOME DOORMAT,A,Normal,14.136363636363637,671.0,770.0,693.0,321.0,1
21143,ANTIQUE GLASS HEART DECORATION ,A,Normal,19.446601941747574,1473.9,1610.0,724.0,377.0,1
21068,VINTAGE BILLBOARD LOVE/HATE MUG,A,Normal,21.086486486486486,9960.4,10108.0,4549.0,392.0,1
22896,PEG BAG APPLES DESIGN,A,Normal,8.303664921465968,1061.9,1120.0,504.0,246.0,1
21244,BLUE POLKADOT PLATE ,A,Normal,17.107142857142858,1392.2,1512.0,454.0,353.0,1
21539,RETRO SPOTS BUTTER DISH,A,Normal,10.375,2783.4,2856.0,2142.0,275.0,1
22600,CHRISTMAS RETROSPOT STAR WOOD,A,Normal,27.345238095238095,2328.6,2520.0,4158.0,447.0,0
71038,WHITE HANGING BEADS CANDLE HOLDER,A,Normal,5.690476190476191,296.2,336.0,252.0,204.0,1
22747,POPPY'S PLAYHOUSE BATHROOM,A,Normal,10.446927374301676,4126.9,4200.0,5040.0,276.0,0
51014A,"FEATHER PEN,HOT PINK",A,Normal,32.69189189189189,3971.2,4200.0,1260.0,489.0,1
21524,SPOTTY  HOME SWEET HOME DOORMAT,A,Normal,15.116279069767442,2274.2,2380.0,1071.0,332.0,1
23205,CHARLOTTE BAG VINTAGE ALPHABET ,A,Normal,29.320987654320987,2888.8,3094.0,1392.0,463.0,1
22530,MAGIC DRAWING SLATE DOLLY GIRL ,A,Fast Moving,40.857142857142854,16514.0,16800.0,7560.0,546.0,1
22639,SET OF 4 NAPKIN CHARMS HEARTS,A,Normal,9.684848484848485,618.2,686.0,1132.0,266.0,0
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,A,Normal,5.845714285714286,631.1,672.0,605.0,207.0,1
23283,DOORMAT VINTAGE LEAF,A,Normal,9.169491525423728,1671.8,1736.0,521.0,259.0,1
23012,GLASS APOTHECARY BOTTLE PERFUME,A,Normal,9.38888888888889,438.3,504.0,227.0,262.0,1
23050,RECYCLED ACAPULCO MAT GREEN,A,Normal,4.172727272727273,278.8,308.0,416.0,175.0,0
23306,SET OF 36 DOILIES PANTRY DESIGN,A,Normal,27.926315789473684,2492.5,2688.0,1210.0,452.0,1
22892,SET OF SALT AND PEPPER TOADSTOOLS,A,Normal,18.57831325301205,1312.0,1442.0,1082.0,368.0,1
21679,SKULLS  STICKERS,A,Normal,22.66183574879227,12273.4,12432.0,14918.0,407.0,0
22926,IVORY GIANT GARDEN THERMOMETER,A,Normal,6.690721649484536,569.2,616.0,185.0,221.0,1
23193,BUFFALO BILL TREASURE BOOK BOX,A,Normal,17.590476190476192,5308.9,5432.0,1630.0,358.0,1
23184,BULL DOG BOTTLE OPENER,A,Normal,5.984615384615385,588.1,630.0,378.0,209.0,1
23534,WALL ART STOP FOR TEA ,A,Normal,13.23076923076923,1713.4,1806.0,1084.0,311.0,1
22573,STAR WOODEN CHRISTMAS DECORATION,A,Normal,30.625850340136054,7849.6,8064.0,4838.0,473.0,1
21955,UNION JACK GUNS & ROSES  DOORMAT,A,Normal,32.47826086956522,4686.7,4914.0,2948.0,487.0,1
