Customer ID,Recency,Frequency,Monetary,TotalOrders,TotalProducts,AvgOrderValue,LifetimeRevenue,FirstPurchase,LastPurchase,CustomerAgeDays,DaysSinceLastPurchase
13759,33,2,659.41,2,287,26.3764,659.41,2011-09-29 15:40:00,2011-11-06 14:47:00,37,33
13760,54,5,1363.6399999999999,5,623,11.459159663865545,1363.6399999999999,2010-04-25 13:10:00,2011-10-16 16:13:00,539,54
13761,50,6,1952.17,6,1079,16.001393442622952,1952.17,2010-02-21 11:08:00,2011-10-20 14:01:00,606,50
13762,219,5,2472.48,5,2608,70.64228571428572,2472.48,2010-01-10 12:13:00,2011-05-05 09:15:00,479,219
13763,63,3,5217.44,3,3224,104.3488,5217.44,2010-09-30 17:39:00,2011-10-07 15:13:00,371,63
13764,71,6,2919.62,6,2084,7.890864864864865,2919.62,2010-03-07 12:56:00,2011-09-30 12:03:00,571,71
13765,653,1,352.821,1,297,20.754176470588238,352.821,2010-02-24 13:46:00,2010-02-24 13:46:00,0,653
13766,495,1,190.35,1,137,11.197058823529412,190.35,2010-08-01 14:25:00,2010-08-01 14:25:00,0,495
13767,2,73,33903.57,73,14595,44.37640052356021,33903.57,2009-12-01 10:52:00,2011-12-07 15:00:00,736,2
13768,727,2,875.97,2,373,26.544545454545457,875.97,2009-12-09 10:25:00,2009-12-13 10:41:00,4,727
13769,2,20,5478.12,20,2452,19.920436363636362,5478.12,2009-12-16 11:59:00,2011-12-07 15:08:00,721,2
13770,422,4,785.37,4,468,16.361875,785.37,2009-12-09 14:44:00,2010-10-13 15:10:00,308,422
13771,64,9,5728.82,9,3140,26.522314814814813,5728.82,2010-02-25 12:37:00,2011-10-06 14:18:00,588,64
13772,34,8,3100.02,8,1446,5.467407407407407,3100.02,2010-02-23 13:55:00,2011-11-06 11:43:00,620,34
13773,397,2,301.54,2,174,15.870526315789474,301.54,2010-02-18 10:27:00,2010-11-08 11:49:00,263,397
13774,82,1,345.0,1,192,15.681818181818182,345.0,2011-09-19 12:06:00,2011-09-19 12:06:00,0,82
13775,591,1,1049.66,1,455,16.661269841269842,1049.66,2010-04-28 12:15:00,2010-04-28 12:15:00,0,591
13776,428,2,623.98,2,2,311.99,623.98,2010-10-07 16:07:00,2010-10-07 16:11:00,0,428
13777,1,61,49638.26,61,23190,139.4333146067416,49638.26,2009-12-02 09:47:00,2011-12-09 12:25:00,737,1
13778,103,4,1124.49,4,511,25.55659090909091,1124.49,2010-05-23 13:34:00,2011-08-28 15:25:00,462,103
13779,516,1,161.13,1,53,5.967777777777777,161.13,2010-07-12 11:24:00,2010-07-12 11:24:00,0,516
13780,7,3,732.0699999999999,3,479,7.470102040816326,732.0699999999999,2010-10-28 19:51:00,2011-12-02 13:49:00,399,7
13781,251,3,778.83,3,300,13.663684210526316,778.83,2009-12-18 15:46:00,2011-04-03 12:08:00,470,251
13782,13,13,1786.08,13,643,7.50453781512605,1786.08,2009-12-06 12:52:00,2011-11-27 11:54:00,720,13
13783,488,4,1542.09,4,3437,154.209,1542.09,2010-02-04 13:47:00,2010-08-09 09:23:00,185,488
13784,10,14,2910.23,14,2827,67.67976744186046,2910.23,2010-09-15 12:27:00,2011-11-30 09:33:00,440,10
13785,429,4,542.49,4,151,18.083000000000002,542.49,2010-09-05 16:01:00,2010-10-07 09:25:00,31,429
13786,367,6,3127.99,6,1515,26.965431034482755,3127.99,2009-12-03 15:32:00,2010-12-07 13:53:00,368,367
13787,76,6,1222.5,6,998,14.215116279069768,1222.5,2010-01-14 10:13:00,2011-09-25 12:06:00,619,76
13788,505,1,3.75,1,1,3.75,3.75,2010-07-22 15:50:00,2010-07-22 15:50:00,0,505
13789,388,1,239.46,1,258,13.303333333333335,239.46,2010-11-16 15:31:00,2010-11-16 15:31:00,0,388
13790,4,1,348.8,1,748,7.751111111111111,348.8,2011-12-05 15:48:00,2011-12-05 15:48:00,0,4
13791,128,2,1516.0,2,1200,137.8181818181818,1516.0,2011-06-24 16:38:00,2011-08-04 11:44:00,40,128
13792,66,3,383.95,3,156,16.693478260869565,383.95,2010-10-13 11:05:00,2011-10-04 14:31:00,356,66
13793,647,1,96.0,1,52,13.714285714285714,96.0,2010-03-03 08:25:00,2010-03-03 08:25:00,0,647
13794,547,1,126.03,1,63,14.003333333333334,126.03,2010-06-11 12:30:00,2010-06-11 12:30:00,0,547
13795,388,4,836.3,4,1250,28.837931034482757,836.3,2010-03-12 12:44:00,2010-11-16 17:25:00,249,388
13796,499,1,289.7,1,218,13.168181818181818,289.7,2010-07-28 14:45:00,2010-07-28 14:45:00,0,499
13797,437,3,1179.45,3,573,15.121153846153847,1179.45,2010-03-02 12:17:00,2010-09-29 10:34:00,210,437
13798,1,110,75428.87,110,48187,104.61701803051317,75428.87,2009-12-08 16:21:00,2011-12-08 15:51:00,729,1
13799,117,9,2803.57,9,1539,26.448773584905663,2803.57,2010-03-05 16:39:00,2011-08-15 12:07:00,527,117
13800,310,3,1679.56,3,891,23.00767123287671,1679.56,2009-12-03 10:03:00,2011-02-03 12:27:00,427,310
13801,67,1,324.8,1,168,14.121739130434783,324.8,2011-10-04 10:15:00,2011-10-04 10:15:00,0,67
13802,139,19,26259.11,19,14129,58.61408482142857,26259.11,2010-02-16 10:11:00,2011-07-24 10:54:00,523,139
13803,255,3,1338.91,3,831,17.16551282051282,1338.91,2010-03-31 10:00:00,2011-03-29 12:57:00,363,255
13804,31,9,3161.12,9,1797,18.928862275449102,3161.12,2010-09-29 10:26:00,2011-11-09 12:32:00,406,31
13805,52,2,924.5999999999999,2,1900,71.12307692307692,924.5999999999999,2011-08-02 15:29:00,2011-10-18 14:50:00,76,52
13806,64,1,256.38,1,56,25.637999999999998,256.38,2011-10-07 11:43:00,2011-10-07 11:43:00,0,64
13807,367,3,422.2,3,116,16.887999999999998,422.2,2009-12-04 12:41:00,2010-12-07 15:48:00,368,367
13808,6,5,1747.66,5,782,22.995526315789476,1747.66,2011-09-04 12:07:00,2011-12-04 12:18:00,91,6
13809,305,3,679.6999999999999,3,281,27.188,679.6999999999999,2010-09-05 11:42:00,2011-02-07 13:15:00,155,305
13810,29,3,1499.01,3,312,42.828857142857146,1499.01,2011-10-14 12:57:00,2011-11-11 08:33:00,27,29
13811,184,3,814.5,3,68,62.65384615384615,814.5,2011-04-14 18:40:00,2011-06-09 09:54:00,55,184
13812,42,3,539.0,3,333,14.972222222222221,539.0,2011-08-26 12:54:00,2011-10-28 14:27:00,63,42
13813,40,8,2765.47,8,1292,19.33895104895105,2765.47,2009-12-06 10:16:00,2011-10-31 10:38:00,694,40
13814,92,3,2257.32,3,1214,28.573670886075952,2257.32,2010-06-30 14:12:00,2011-09-08 13:48:00,434,92
13815,22,8,7475.74,8,5381,20.999269662921346,7475.74,2010-02-12 10:26:00,2011-11-17 14:19:00,643,22
13816,24,2,571.67,2,269,20.416785714285712,571.67,2011-10-06 14:37:00,2011-11-16 08:38:00,40,24
13817,29,2,382.98,2,211,15.957500000000001,382.98,2010-12-23 11:46:00,2011-11-10 17:49:00,322,29
13818,430,1,61.28,1,60,12.256,61.28,2010-10-06 12:35:00,2010-10-06 12:35:00,0,430
13819,302,6,2642.35,6,2309,26.161881188118812,2642.35,2009-12-01 16:18:00,2011-02-11 10:38:00,436,302
13820,418,3,652.75,3,285,7.334269662921348,652.75,2010-01-28 12:26:00,2010-10-17 13:46:00,262,418
13821,145,6,1379.08,6,477,6.760196078431372,1379.08,2010-01-04 13:36:00,2011-07-18 09:49:00,559,145
13822,6,2,632.0,2,611,6.583333333333333,632.0,2011-10-30 15:55:00,2011-12-04 12:13:00,34,6
13823,19,7,3403.45,7,1564,20.88006134969325,3403.45,2009-12-15 14:34:00,2011-11-21 10:22:00,705,19
13824,33,12,3314.76,12,1442,33.147600000000004,3314.76,2010-03-12 15:17:00,2011-11-07 12:41:00,604,33
13825,622,2,255.59,2,182,6.38975,255.59,2009-12-09 14:30:00,2010-03-28 11:02:00,108,622
13826,176,1,189.5,1,82,18.95,189.5,2011-06-16 13:48:00,2011-06-16 13:48:00,0,176
13827,58,3,409.8,3,138,4.4543478260869565,409.8,2011-07-19 15:38:00,2011-10-13 12:38:00,85,58
13828,22,1,209.49,1,311,13.966000000000001,209.49,2011-11-17 16:02:00,2011-11-17 16:02:00,0,22
13829,421,1,102.0,1,12,102.0,102.0,2010-10-14 18:19:00,2010-10-14 18:19:00,0,421
13830,582,1,156.85,1,47,14.259090909090908,156.85,2010-05-07 12:24:00,2010-05-07 12:24:00,0,582
13831,16,18,6585.54,18,2393,36.184285714285714,6585.54,2009-12-10 14:50:00,2011-11-23 15:41:00,713,16
13832,19,2,609.89,2,420,11.088909090909091,609.89,2010-10-13 14:41:00,2011-11-20 15:36:00,403,19
13833,159,2,700.41,2,243,15.91840909090909,700.41,2010-10-31 14:11:00,2011-07-03 13:27:00,244,159
13834,577,2,324.19,2,221,20.261875,324.19,2010-02-08 12:52:00,2010-05-12 10:27:00,92,577
13835,25,7,1095.27,7,520,15.426338028169013,1095.27,2010-03-04 08:26:00,2011-11-14 15:37:00,620,25
13836,399,2,620.37,2,273,20.011935483870968,620.37,2010-10-21 13:27:00,2010-11-05 13:31:00,15,399
13837,212,2,266.59,2,182,14.810555555555554,266.59,2011-01-26 12:15:00,2011-05-12 12:10:00,105,212
13838,6,10,1690.07,10,694,4.193722084367246,1690.07,2010-05-09 11:40:00,2011-12-04 11:00:00,573,6
13839,486,1,139.95000000000002,1,25,19.992857142857144,139.95000000000002,2010-08-10 13:52:00,2010-08-10 13:52:00,0,486
13840,416,1,651.4,1,358,16.285,651.4,2010-10-19 13:34:00,2010-10-19 13:34:00,0,416
13841,253,1,85.0,1,100,85.0,85.0,2011-04-01 12:10:00,2011-04-01 12:10:00,0,253
13842,59,18,5319.34,18,2716,15.878626865671642,5319.34,2010-02-16 15:54:00,2011-10-12 10:51:00,602,59
13843,381,1,319.75,1,145,17.76388888888889,319.75,2010-11-23 17:48:00,2010-11-23 17:48:00,0,381
13844,11,1,361.62,1,196,18.081,361.62,2011-11-28 13:21:00,2011-11-28 13:21:00,0,11
13845,65,1,312.98,1,182,34.775555555555556,312.98,2011-10-06 08:25:00,2011-10-06 08:25:00,0,65
13846,25,4,1307.79,4,705,16.145555555555553,1307.79,2010-11-05 09:47:00,2011-11-15 12:07:00,375,25
13847,720,1,310.72,1,96,16.353684210526318,310.72,2009-12-20 10:41:00,2009-12-20 10:41:00,0,720
13848,92,8,3015.0,8,9200,301.5,3015.0,2009-12-09 16:17:00,2011-09-08 12:58:00,637,92
13849,52,5,3469.3,5,1883,15.769545454545455,3469.3,2010-03-25 12:03:00,2011-10-19 10:59:00,572,52
13850,129,1,1595.48,1,944,17.155698924731183,1595.48,2011-08-02 14:04:00,2011-08-02 14:04:00,0,129
13851,96,8,4606.46,8,2525,32.903285714285715,4606.46,2010-01-29 11:54:00,2011-09-05 12:36:00,584,96
13852,611,1,187.35,1,85,17.03181818181818,187.35,2010-04-08 09:06:00,2010-04-08 09:06:00,0,611
13853,57,1,1090.1399999999999,1,312,47.39739130434782,1090.1399999999999,2011-10-13 14:18:00,2011-10-13 14:18:00,0,57
13854,9,39,11944.56,39,3642,67.10426966292134,11944.56,2010-01-08 11:28:00,2011-12-01 09:06:00,691,9
13855,501,4,1310.34,4,575,17.94986301369863,1310.34,2009-12-08 16:56:00,2010-07-27 09:53:00,230,501
13856,169,11,1142.03,11,1105,21.148703703703703,1142.03,2010-03-30 15:40:00,2011-06-24 10:03:00,450,169
13857,393,6,1001.01,6,782,7.820390625,1001.01,2010-05-17 14:21:00,2010-11-11 12:54:00,177,393
13858,57,1,216.17000000000002,1,75,19.651818181818182,216.17000000000002,2011-10-13 16:17:00,2011-10-13 16:17:00,0,57
13859,326,2,515.86,2,167,14.329444444444444,515.86,2010-06-28 15:36:00,2011-01-17 16:14:00,203,326
13860,1,5,1245.9,5,591,16.39342105263158,1245.9,2011-09-14 09:27:00,2011-12-08 12:57:00,85,1
13861,429,2,273.26,2,225,13.012380952380951,273.26,2010-06-27 11:37:00,2010-10-06 14:20:00,101,429
13862,18,9,2556.09,9,1927,15.9755625,2556.09,2010-11-15 13:43:00,2011-11-21 16:24:00,371,18
13863,248,4,1239.55,4,553,17.707857142857144,1239.55,2010-04-25 13:09:00,2011-04-06 10:20:00,345,248
13864,387,1,662.4,1,192,662.4,662.4,2010-11-18 12:50:00,2010-11-18 12:50:00,0,387
13865,58,4,501.56,4,204,16.718666666666667,501.56,2011-02-23 12:04:00,2011-10-12 13:31:00,231,58
13866,74,1,145.67,1,57,20.81,145.67,2011-09-26 14:54:00,2011-09-26 14:54:00,0,74
13867,31,3,1005.09,3,501,16.7515,1005.09,2011-05-05 17:28:00,2011-11-08 15:48:00,186,31
13868,7,2,3192.54,2,1964,96.74363636363637,3192.54,2011-11-01 12:45:00,2011-12-02 16:32:00,31,7
13869,123,10,7996.87,10,4302,9.542804295942721,7996.87,2010-01-17 14:53:00,2011-08-08 13:53:00,567,123
13870,2,15,5712.08,15,3449,23.701576763485477,5712.08,2010-02-08 12:08:00,2011-12-07 13:23:00,667,2
13871,23,17,7885.85,17,3502,19.616542288557216,7885.85,2009-12-20 13:09:00,2011-11-17 10:49:00,696,23
13872,527,3,919.57,3,339,16.13280701754386,919.57,2009-12-14 09:56:00,2010-06-30 15:35:00,198,527
13873,120,8,1038.92,8,472,17.315333333333335,1038.92,2010-03-03 12:31:00,2011-08-12 10:08:00,526,120
13874,358,7,2049.15,7,864,29.697826086956525,2049.15,2010-02-04 18:39:00,2010-12-16 18:20:00,314,358
13875,54,14,4814.37,14,3072,17.831,4814.37,2009-12-17 10:30:00,2011-10-17 09:36:00,668,54
13876,64,1,122.7,1,36,17.52857142857143,122.7,2011-10-07 10:22:00,2011-10-07 10:22:00,0,64
13877,86,3,449.68,3,478,19.551304347826086,449.68,2010-01-19 10:53:00,2011-09-14 15:49:00,603,86
13878,55,4,2416.9,4,927,23.695098039215686,2416.9,2010-04-14 13:50:00,2011-10-16 12:19:00,549,55
13879,646,1,395.5,1,204,15.82,395.5,2010-03-04 10:49:00,2010-03-04 10:49:00,0,646
13880,21,17,4293.86,17,2535,19.254977578475334,4293.86,2010-05-26 14:29:00,2011-11-18 13:44:00,540,21
13881,4,43,45179.1,43,29760,98.8601750547046,45179.1,2010-03-04 14:41:00,2011-12-06 12:50:00,641,4
13882,3,5,1191.13,5,953,18.325076923076924,1191.13,2011-10-06 15:28:00,2011-12-07 11:16:00,61,3
13883,11,15,6560.0199999999995,15,3584,20.759556962025314,6560.0199999999995,2009-12-08 17:26:00,2011-11-29 10:45:00,720,11
13884,7,10,1825.03,10,752,10.027637362637362,1825.03,2010-08-26 19:57:00,2011-12-02 16:30:00,462,7
13885,189,2,506.8,2,182,18.1,506.8,2011-05-23 08:52:00,2011-06-03 15:07:00,11,189
13886,71,1,243.56,1,126,15.2225,243.56,2011-09-29 13:17:00,2011-09-29 13:17:00,0,71
13887,204,1,349.55,1,147,18.397368421052633,349.55,2011-05-19 17:22:00,2011-05-19 17:22:00,0,204
13888,120,7,2001.59,7,795,11.705204678362573,2001.59,2010-05-13 11:57:00,2011-08-12 10:13:00,455,120
13889,93,6,1991.23,6,979,23.990722891566264,1991.23,2010-01-22 14:32:00,2011-09-08 09:13:00,593,93
13890,1,14,2927.38,14,1392,16.921271676300577,2927.38,2009-12-06 15:15:00,2011-12-08 15:36:00,732,1
13891,378,3,859.21,3,476,8.678888888888888,859.21,2010-05-06 16:02:00,2010-11-26 15:57:00,203,378
13892,27,6,1267.65,6,3125,35.212500000000006,1267.65,2010-05-13 10:32:00,2011-11-13 11:50:00,549,27
13893,298,1,821.1,1,190,39.1,821.1,2011-02-15 11:30:00,2011-02-15 11:30:00,0,298
13894,24,3,564.62,3,354,20.911851851851853,564.62,2011-02-02 12:54:00,2011-11-16 09:44:00,286,24
13895,28,6,4008.52,6,2060,21.551182795698924,4008.52,2009-12-03 13:09:00,2011-11-11 16:57:00,708,28
13896,626,1,388.55,1,149,18.502380952380953,388.55,2010-03-24 08:55:00,2010-03-24 08:55:00,0,626
13897,50,3,1160.72,3,820,19.67322033898305,1160.72,2010-01-31 13:48:00,2011-10-20 14:30:00,627,50
13898,326,2,686.4,2,544,14.921739130434782,686.4,2010-10-24 15:42:00,2011-01-18 10:28:00,85,326
13899,16,2,388.52,2,156,20.448421052631577,388.52,2011-03-10 09:30:00,2011-11-23 13:40:00,258,16
13900,183,6,1610.59,6,938,16.95357894736842,1610.59,2010-03-25 13:46:00,2011-06-09 19:26:00,441,183
13901,72,15,5676.34,15,3344,18.310774193548387,5676.34,2010-01-05 09:29:00,2011-09-28 14:48:00,631,72
13902,632,5,34095.26,5,220600,541.1946031746032,34095.26,2009-12-15 10:02:00,2010-03-17 13:09:00,92,632
13903,400,1,165.45000000000002,1,103,16.545,165.45000000000002,2010-11-04 17:44:00,2010-11-04 17:44:00,0,400
13904,37,2,332.64,2,332,12.793846153846154,332.64,2011-02-18 11:18:00,2011-11-02 13:41:00,257,37
13905,733,1,312.65,1,135,26.054166666666664,312.65,2009-12-07 11:41:00,2009-12-07 11:41:00,0,733
13906,409,1,42.0,1,100,42.0,42.0,2010-10-26 15:00:00,2010-10-26 15:00:00,0,409
13907,692,1,136.79999999999998,1,68,34.199999999999996,136.79999999999998,2010-01-17 12:22:00,2010-01-17 12:22:00,0,692
13908,80,4,2369.55,4,1478,19.42254098360656,2369.55,2011-03-08 12:04:00,2011-09-21 11:49:00,196,80
13909,423,2,282.85,2,301,7.44342105263158,282.85,2010-07-06 16:52:00,2010-10-12 17:22:00,98,423
13911,57,20,4234.99,20,4487,17.7940756302521,4234.99,2010-03-01 16:31:00,2011-10-13 15:43:00,590,57
13912,424,1,124.95,1,29,17.85,124.95,2010-10-12 08:43:00,2010-10-12 08:43:00,0,424
13913,507,1,42.22,1,10,14.073333333333332,42.22,2010-07-21 10:11:00,2010-07-21 10:11:00,0,507
13914,12,2,626.45,2,380,18.983333333333334,626.45,2011-11-03 16:28:00,2011-11-28 10:35:00,24,12
13915,394,1,70.8,1,24,35.4,70.8,2010-11-10 15:17:00,2010-11-10 15:17:00,0,394
13916,464,4,1275.81,4,673,17.240675675675675,1275.81,2010-02-02 10:06:00,2010-09-02 10:04:00,211,464
13917,50,2,272.04,2,228,15.113333333333335,272.04,2011-06-01 12:46:00,2011-10-21 09:56:00,141,50
13918,50,2,1212.84,2,1140,40.428,1212.84,2011-03-31 18:05:00,2011-10-21 12:25:00,203,50
13919,59,4,1360.68,4,1133,17.67116883116883,1360.68,2010-06-17 09:30:00,2011-10-11 14:24:00,481,59
13920,432,4,1774.68,4,1772,20.635813953488373,1774.68,2010-05-26 15:48:00,2010-10-04 12:37:00,130,432
13921,402,4,730.7,4,210,16.606818181818184,730.7,2009-12-18 12:19:00,2010-11-02 16:32:00,319,402
13922,352,3,865.2,3,467,28.84,865.2,2010-08-29 14:36:00,2010-12-23 10:38:00,115,352
13923,54,1,351.13,1,185,17.5565,351.13,2011-10-17 12:33:00,2011-10-17 12:33:00,0,54
13924,2,6,1838.85,6,1575,15.716666666666665,1838.85,2011-09-28 15:07:00,2011-12-08 09:39:00,70,2
13925,93,4,678.25,4,331,16.54268292682927,678.25,2011-07-28 12:09:00,2011-09-08 12:47:00,42,93
13926,23,1,223.85,1,104,20.349999999999998,223.85,2011-11-16 13:16:00,2011-11-16 13:16:00,0,23
13927,75,2,708.26,2,463,17.274634146341462,708.26,2010-09-28 16:12:00,2011-09-26 12:00:00,362,75
13928,11,4,464.57,4,129,17.206296296296298,464.57,2011-07-29 15:59:00,2011-11-29 10:33:00,122,11
13929,169,11,3494.1,11,1566,61.3,3494.1,2010-01-14 07:25:00,2011-06-23 15:26:00,525,169
13930,58,2,337.34,2,274,19.843529411764706,337.34,2011-07-26 11:00:00,2011-10-13 09:45:00,78,58
13931,96,11,5257.38,11,3488,19.399926199261994,5257.38,2009-12-03 10:26:00,2011-09-05 10:12:00,640,96
13932,295,1,307.4,1,72,19.2125,307.4,2011-02-18 12:02:00,2011-02-18 12:02:00,0,295
13933,109,2,608.79,2,205,26.469130434782606,608.79,2011-07-14 13:35:00,2011-08-22 14:03:00,39,109
13934,264,1,922.1,1,390,29.74516129032258,922.1,2011-03-21 08:39:00,2011-03-21 08:39:00,0,264
13935,597,3,6116.92,3,2252,76.4615,6116.92,2010-02-25 16:01:00,2010-04-22 11:21:00,55,597
13936,180,3,939.66,3,661,15.9264406779661,939.66,2010-10-21 14:21:00,2011-06-13 08:47:00,234,180
13937,169,2,880.13,2,587,16.298703703703705,880.13,2010-11-02 12:37:00,2011-06-23 16:35:00,233,169
13938,35,1,71.66,1,70,10.237142857142857,71.66,2011-11-04 14:37:00,2011-11-04 14:37:00,0,35
13939,23,7,1560.96,7,1608,14.190545454545456,1560.96,2010-04-06 12:43:00,2011-11-16 13:33:00,589,23
13940,17,4,839.14,4,516,17.12530612244898,839.14,2011-07-18 16:05:00,2011-11-22 15:15:00,126,17
13941,22,15,10027.18,15,4782,106.67212765957447,10027.18,2009-12-16 16:10:00,2011-11-18 09:43:00,701,22
13942,535,1,320.0,1,1000,320.0,320.0,2010-06-23 12:35:00,2010-06-23 12:35:00,0,535
13943,578,1,246.54,1,94,16.436,246.54,2010-05-11 11:30:00,2010-05-11 11:30:00,0,578
13944,653,1,200.43,1,153,5.726571428571429,200.43,2010-02-24 15:02:00,2010-02-24 15:02:00,0,653
13945,395,2,854.15,2,413,16.748039215686273,854.15,2010-08-17 09:59:00,2010-11-10 10:00:00,85,395
13946,79,6,1876.23,6,2847,33.504107142857144,1876.23,2009-12-04 11:07:00,2011-09-21 13:33:00,656,79
13947,65,1,90.6,1,44,18.119999999999997,90.6,2011-10-05 14:42:00,2011-10-05 14:42:00,0,65
13948,361,4,548.76,4,248,22.865,548.76,2009-12-04 12:14:00,2010-12-14 10:18:00,374,361
13949,3,6,2427.3199999999997,6,2474,15.170749999999998,2427.3199999999997,2011-09-06 11:55:00,2011-12-07 09:35:00,91,3
13950,11,4,745.06,4,323,21.28742857142857,745.06,2011-04-07 11:29:00,2011-11-28 14:44:00,235,11
13951,176,3,674.45,3,459,17.293589743589745,674.45,2011-02-18 15:21:00,2011-06-16 16:43:00,118,176
13952,218,14,12823.521,14,5947,31.35335207823961,12823.521,2009-12-16 09:41:00,2011-05-06 09:00:00,505,218
13953,7,12,6640.68,12,5224,265.6272,6640.68,2009-12-11 12:58:00,2011-12-02 16:04:00,721,7
13954,2,2,439.92,2,150,17.5968,439.92,2011-09-30 10:52:00,2011-12-08 12:50:00,69,2
13955,154,3,544.0699999999999,3,272,6.400823529411764,544.0699999999999,2010-11-29 17:35:00,2011-07-08 17:19:00,220,154
13956,5,5,1019.27,5,486,6.933809523809524,1019.27,2011-03-13 12:51:00,2011-12-04 13:20:00,266,5
13957,418,3,458.25,3,157,16.97222222222222,458.25,2010-02-19 10:32:00,2010-10-18 10:02:00,240,418
13958,380,8,4709.23,8,2264,20.745506607929514,4709.23,2009-12-05 13:12:00,2010-11-25 10:11:00,354,380
13959,79,6,1064.77,6,694,6.781974522292994,1064.77,2010-07-16 15:11:00,2011-09-21 15:06:00,431,79
13960,21,2,230.22,2,142,19.185,230.22,2011-09-29 12:39:00,2011-11-18 15:27:00,50,21
13961,392,1,538.4,1,226,28.336842105263155,538.4,2010-11-12 14:40:00,2010-11-12 14:40:00,0,392
13962,22,3,362.8,3,160,15.773913043478261,362.8,2010-09-30 10:35:00,2011-11-18 08:47:00,413,22
13963,308,17,2860.57,17,2007,17.33678787878788,2860.57,2010-04-21 16:20:00,2011-02-04 14:43:00,288,308
13964,387,2,438.9,2,228,18.287499999999998,438.9,2010-10-05 12:38:00,2010-11-17 13:53:00,43,387
13965,477,3,996.61,3,425,41.525416666666665,996.61,2010-01-05 15:21:00,2010-08-20 10:40:00,226,477
13966,435,1,384.26,1,760,18.298095238095236,384.26,2010-09-30 13:08:00,2010-09-30 13:08:00,0,435
13967,146,2,166.3,2,66,27.71666666666667,166.3,2010-11-08 13:24:00,2011-07-17 12:02:00,250,146
13968,423,1,123.66,1,174,15.4575,123.66,2010-10-12 13:22:00,2010-10-12 13:22:00,0,423
13969,7,35,12973.46,35,6640,12.193101503759397,12973.46,2010-03-25 13:15:00,2011-12-02 15:11:00,617,7
13970,386,2,846.55,2,469,65.11923076923077,846.55,2010-09-28 11:53:00,2010-11-18 13:21:00,51,386
13971,19,14,4667.57,14,3084,18.30419607843137,4667.57,2010-01-26 09:51:00,2011-11-21 12:06:00,664,19
13972,71,2,190.25,2,187,12.683333333333334,190.25,2011-05-22 11:34:00,2011-09-30 11:54:00,131,71
13973,287,1,264.7,1,109,24.063636363636363,264.7,2011-02-25 15:21:00,2011-02-25 15:21:00,0,287
13974,49,2,677.72,2,356,15.76093023255814,677.72,2010-05-06 17:55:00,2011-10-21 14:41:00,532,49
13975,31,12,5256.4,12,3884,7.132157394843961,5256.4,2010-02-02 13:13:00,2011-11-08 13:19:00,644,31
13976,207,4,1192.3600000000001,4,452,21.29214285714286,1192.3600000000001,2010-02-09 13:08:00,2011-05-17 09:13:00,461,207
13977,411,1,519.81,1,303,39.98538461538461,519.81,2010-10-24 14:08:00,2010-10-24 14:08:00,0,411
13978,15,2,196.79,2,315,13.119333333333334,196.79,2011-10-25 15:04:00,2011-11-25 11:36:00,30,15
13979,73,7,3379.93,7,2270,8.60033078880407,3379.93,2009-12-03 10:02:00,2011-09-27 13:32:00,663,73
13980,60,5,768.8199999999999,5,463,12.203492063492062,768.8199999999999,2010-02-21 14:18:00,2011-10-10 13:34:00,595,60
13981,416,1,331.14,1,234,15.05181818181818,331.14,2010-10-20 10:03:00,2010-10-20 10:03:00,0,416
13982,39,9,3954.29,9,2478,17.57462222222222,3954.29,2010-01-20 14:04:00,2011-10-31 16:24:00,649,39
13983,30,21,6753.89,21,3925,20.781200000000002,6753.89,2009-12-09 13:53:00,2011-11-10 11:06:00,700,30
13984,27,12,1893.8,12,1301,21.520454545454545,1893.8,2009-12-07 11:51:00,2011-11-13 12:38:00,706,27
13985,4,22,10020.86,22,4936,20.87679166666667,10020.86,2010-02-09 13:56:00,2011-12-05 17:06:00,664,4
13986,17,1,320.46,1,430,24.650769230769228,320.46,2011-11-22 15:00:00,2011-11-22 15:00:00,0,17
13987,380,2,682.54,2,492,14.837826086956522,682.54,2010-11-04 09:54:00,2010-11-25 10:20:00,21,380
13988,20,8,4757.8,8,3385,16.12813559322034,4757.8,2010-03-24 11:05:00,2011-11-20 10:15:00,605,20
13989,66,5,2026.06,5,2207,23.558837209302325,2026.06,2010-05-25 12:13:00,2011-10-05 09:47:00,497,66
13990,213,1,311.3,1,190,19.45625,311.3,2011-05-10 15:19:00,2011-05-10 15:19:00,0,213
13991,12,6,852.88,6,995,10.400975609756097,852.88,2011-07-19 12:58:00,2011-11-27 16:18:00,131,12
13992,30,3,219.5,3,154,19.954545454545453,219.5,2010-09-02 17:04:00,2011-11-09 15:23:00,432,30
13993,43,19,6775.71,19,2135,25.960574712643677,6775.71,2009-12-03 11:57:00,2011-10-28 09:06:00,693,43
13994,4,6,2274.14,6,932,15.36581081081081,2274.14,2011-07-14 18:28:00,2011-12-06 11:05:00,144,4
13995,15,14,3902.0099999999998,14,2359,16.965260869565217,3902.0099999999998,2009-12-18 12:43:00,2011-11-24 14:22:00,706,15
13996,386,2,895.76,2,613,27.144242424242425,895.76,2010-11-05 15:07:00,2010-11-18 16:27:00,13,386
13997,519,3,376.46,3,143,8.55590909090909,376.46,2010-06-07 17:33:00,2010-07-08 18:06:00,31,519
13998,447,3,566.7,3,204,18.280645161290323,566.7,2010-05-12 13:18:00,2010-09-19 10:20:00,129,447
